T, T1, T2, L, h4, W3
0.4,0.1,0.15,14.0,1.2,0.2
0.41000000000000003,0.1,0.15,14.0,1.2,0.2
0.4,0.10007500000000001,0.15,14.0,1.2,0.2
0.4,0.1,0.15005,14.0,1.2,0.2
0.4,0.1,0.15,14.0015,1.2,0.2
0.4,0.1,0.15,14.0,1.20015,0.2
0.4,0.1,0.15,14.0,1.2,0.20005
0.4033333333333333,0.100025,0.14995,14.0005,1.20005,0.20001666666666668
0.40444444444444444,0.10003333333333334,0.14998333333333333,14.000666666666667,1.2000666666666666,0.20002222222222224
0.4066666666666667,0.10005,0.149975,14.001,1.2001,0.20003333333333334
0.40592592592592597,0.09994444444444445,0.14997777777777777,14.00088888888889,1.2000888888888888,0.20002962962962964
0.4079012345679012,0.10000092592592594,0.14997037037037036,14.001185185185186,1.2001185185185186,0.19997283950617284
0.4118518518518519,0.10000138888888889,0.14995555555555554,14.001777777777777,1.2001777777777778,0.19993425925925928
0.41053497942386835,0.10000123456790123,0.14996049382716048,14.00158024691358,1.199958024691358,0.20001378600823047
0.4140466392318245,0.10000164609053498,0.14994732510288064,14.000106995884774,1.2000940329218106,0.20001838134430727
0.4210699588477367,0.10000246913580248,0.149920987654321,13.99941049382716,1.200141049382716,0.2000275720164609
0.4166255144032922,0.09996913580246915,0.14998765432098765,14.000743827160495,1.2000743827160494,0.2000053497942387
0.4175994513031549,0.1000579218106996,0.14996316872427984,14.00030658436214,1.200030658436214,0.19998429355281208
0.4153452217649749,0.10002002743484226,0.14998134430727023,13.999190672153635,1.20018573388203,0.19999030635573847
0.4176619417771681,0.10002793781435758,0.14993561957018747,14.000501143118427,1.2002056698673982,0.20000086114921506
0.42762332977696493,0.09999280597469898,0.14993638164913883,13.99977930193568,1.2001853376009755,0.1999715185693238
0.43921277244322515,0.09997254229538181,0.1499129058070416,13.999335619570187,1.2002446730681298,0.19994616674287458
0.43074057138986266,0.10002250673169741,0.14993801503835796,13.998792155667328,1.2001557587766092,0.20002046097309015
0.4267213105499951,0.10007208716489696,0.14990418466019745,13.99858295652763,1.2002270199325984,0.19999298774464147
0.4317936327833192,0.10003854877587541,0.1498847747915573,13.999933539659153,1.2001294307834736,0.2000089249794427
0.4341874764398431,0.10003417538353271,0.14991355126909667,13.99843386754127,1.2000840817701306,0.2000010581293753
0.4397793086260857,0.09999627591146838,0.14986946296327658,13.998004187357267,1.200276900979287,0.20002321391796601
0.4425452510076204,0.10004966417825414,0.14989446913622062,13.998431509068949,1.2002117938983088,0.1999784827548189
0.44216854612457035,0.09997257182027872,0.14990803362235186,13.999208563882252,1.2001207480036633,0.20000823203003082
0.42621903737259503,0.09996929735426306,0.14992227064170577,13.999619029612035,1.2001056254064044,0.20003265344492405
0.43846369759886406,0.10002957247225637,0.1499014195125919,13.99872838920472,1.2001852517753326,0.19999202542734518
0.4253607927470762,0.10006538992956436,0.14990650145232123,13.998681916572886,1.200218172558273,0.19999750196881688
0.4379666077801968,0.09999577634760014,0.1499076505798442,13.999076902054911,1.2001451041423157,0.20000554951472735
0.42714579663026453,0.10004151931708528,0.14995780131691905,14.000243864663753,1.2000180873036586,0.1999766319464688
0.4366209306271304,0.10000758676287261,0.14989154755168718,13.998564106683888,1.20021219756038,0.2000115684250917
0.42784715200024176,0.10000089418650271,0.14992255411396882,13.999464901976022,1.2001187184359623,0.20001433476967181
0.43580956119920844,0.10002240290081796,0.14990670316293614,13.998912517397546,1.20016861844049,0.19999760276292683
0.4276252262919129,0.10004356582889823,0.1499160072410805,13.999061594240043,1.2001667041683706,0.19999816176502283
0.42597233533324,0.10004374843563428,0.14994026349903528,13.999740218796452,1.2000844462863032,0.19998767396796882
0.4339587818036578,0.10001662718106302,0.1499037265385242,13.99885813471203,1.2001802597418607,0.20000559481081098
0.42616677829597843,0.10002700705777064,0.14992411567964903,13.999373680520955,1.2001319058399833,0.2000043036460951
0.4333988654734009,0.10002355394005613,0.14991105629211435,13.999027808178399,1.2001594402903633,0.19999927798371891
0.4275259927331964,0.10001169409389703,0.14991643591449438,14.000050310589607,1.200241562017087,0.20000025489776116
0.424195250879873,0.10000045344907918,0.14991787823719327,14.000858532113776,1.2003203021405653,0.19999985328195408
0.42561042434589447,0.10002759793397803,0.14993049710372358,14.000023435378042,1.2001658181370989,0.19999393824530884
0.43187169243921697,0.10001936986929177,0.14991041917982406,13.999149459878533,1.2001766493406703,0.20000268066943547
0.4256612829980901,0.10001927648473015,0.14992295497937,13.999894312478384,1.2001923739386986,0.20000138930097314
0.4314644698545732,0.10002248457622463,0.14991403096392827,13.999244434253395,1.2001676737024471,0.19999980581303245
0.42705271517072607,0.10002449879113878,0.14992479601969502,13.999804318903204,1.200172173008984,0.1999970283297889
0.4246432265364806,0.10002706325206229,0.14993198443963052,14.000131748415539,1.200169934843141,0.19999420215996563
0.42555046895575954,0.10000063655630961,0.14996378081734105,13.998977165537266,1.2002336389746842,0.19998681846989708
0.4302328418264293,0.10002907072098396,0.14990452629800322,13.99969444612868,1.2001554828312762,0.2000033983520563
0.42546908920845755,0.10001889613754683,0.14993135642299507,13.999816274901454,1.200191332431987,0.19999713514931525
0.42996562469304433,0.10002158746655518,0.14991836232869496,13.99938739441541,1.2001735883848321,0.19999913814710316
0.42593467210756186,0.10001856756035997,0.14990082144534436,14.000466966403549,1.2002091905605659,0.19996937238059523
0.42953909656928746,0.10002152193886304,0.14992871664010457,13.999210858351383,1.2001691167225983,0.20000768882496642
0.426211153251948,0.10000948731036646,0.1499423736330662,13.999403480016428,1.2002140111363397,0.1999878651592658
0.429227419682809,0.10002417486832958,0.14991398813176898,13.999621704600617,1.200170114907542,0.19999951505385866
0.4262323020485879,0.10001783303205337,0.14992707953673248,13.99978863512477,1.2001947477570203,0.1999922509998041
0.4290322940319302,0.10002064885792973,0.14992054163070434,13.999487704592749,1.2001788782278793,0.1999974163602784
0.42648989599322573,0.10001760753276773,0.14991400022218945,14.000057453269251,1.2002024732543477,0.19998027616704483
0.428776796425272,0.10002054333733922,0.14992503753562578,13.99942250708085,1.2001774558555358,0.20000083566048601
0.4272893539519612,0.1000180964425179,0.14992061596709472,13.999927314746406,1.2002068675130355,0.19999864161377504
