0.743,0.21538,0.315,0.24333,0.86, 60.803, 47.4, 60.803, 53.6, -60.803 
0.78015,0.21538,0.315,0.24333,0.86, 60.435, 45.7, 60.435, 53.2, -60.435 
0.743,0.226149,0.315,0.24333,0.86, 59.715, 46.0, 59.715, 52.8, -59.715 
0.743,0.21538,0.33075000000000004,0.24333,0.86, 60.797, 48.5, 60.797, 55.5, 1.018 
0.743,0.21538,0.315,0.2554965,0.86, 60.806, 48.9, 60.806, 55.9, 1.024 
0.743,0.21538,0.315,0.24333,0.903, 60.738, 49.9, 60.738, 56.1, 1.028 
0.7578599999999999,0.2196876,0.3213000000000001,0.2481966,0.817, 60.329, 71.4, 60.329, 91.5, 2.986 
0.746715,0.2164569,0.31657500000000005,0.24454664999999998,0.8815, 60.615, 48.4, 60.615, 53.1, -60.615 
0.7593459999999997,0.22011835999999999,0.32193,0.23165015999999994,0.8685999999999997, 60.129, 46.0, 60.129, 56.1, 1.028 
0.7470865,0.21656459,0.3167325,0.249534915,0.86215, 60.640, 48.4, 60.640, 55.6, 1.020 
0.7552594999999998,0.21893376999999997,0.3201975,0.23761174499999996,0.8664499999999997, 60.301, 46.7, 60.301, 52.3, -60.301 
0.7642497999999999,0.22153986799999995,0.3019589999999999,0.24152935799999992,0.8711799999999997, 59.945, 45.8, 59.945, 51.9, -59.945 
0.7727497199999999,0.20892721519999996,0.31249259999999995,0.24080910119999993,0.8756519999999995, 61.151, 46.5, 61.151, 52.8, -61.151 
0.7876245799999999,0.2003163227999999,0.3112388999999999,0.23954865179999996,0.8834779999999991, 61.918, 47.8, 61.918, 53.4, -61.918 
0.760849832,0.20504692912000003,0.32924556,0.24181746072000004,0.8693911999999996, 61.682, 47.5, 61.682, 57.3, 1.051 
0.763399808,0.21741663327999997,0.30878063999999994,0.24160138367999995,0.8707327999999996, 60.374, 46.9, 60.374, 52.2, -60.374 
0.7730962552000002,0.20704617243200002,0.3064403159999999,0.24733092919199998,0.8758343199999998, 61.347, 47.3, 61.347, 57.3, 1.050 
0.7597186887999998,0.21596187060799998,0.316758204,0.24004154104799996,0.8687960799999997, 60.553, 46.6, 60.553, 56.4, 1.034 
0.76531229,0.20784816139999995,0.31311944999999997,0.24143932589999997,0.8717389999999996, 61.345, 47.9, 61.345, 52.9, -61.345 
0.76716979,0.20838661139999995,0.31390694999999996,0.24204765089999997,0.8824889999999995, 61.251, 48.0, 61.251, 56.6, 1.037 
0.78388729,0.20784816139999995,0.31311944999999997,0.24143932589999997,0.8717389999999996, 61.164, 46.1, 61.164, 52.7, -61.164 
0.7755121939999999,0.20886647803999991,0.3100097699999999,0.24057501773999995,0.8771053999999994, 61.130, 46.5, 61.130, 52.7, -61.130 
0.7714420399999998,0.20962504639999993,0.31571819999999995,0.23858019839999994,0.8749639999999994, 61.090, 48.0, 61.090, 55.4, 1.016 
