0.43407,0.04593,14.25157,1.14381,0.27668
0.44577,0.04593,14.25157,1.14381,0.27668
0.43407,0.04722,14.25157,1.14381,0.27668
0.43407,0.04593,14.31415,1.14381,0.27668
0.43407,0.04593,14.25157,1.151,0.27668
0.43407,0.04593,14.25157,1.14381,0.28552
0.43875,0.04645,14.27661,1.14669,0.26785
0.43524,0.04606,14.25783,1.14453,0.2811
0.43922,0.0465,14.1915,1.14698,0.27845
0.44128,0.04673,14.23005,1.13817,0.27916
0.43695,0.04625,14.30554,1.13868,0.27767
0.43316,0.04583,14.29719,1.14768,0.27637
0.43925,0.0465,14.24683,1.14055,0.27846
0.44245,0.04504,14.27377,1.14074,0.27956
0.43616,0.04668,14.25712,1.14304,0.2774
0.44035,0.04559,14.26822,1.14151,0.27884
0.43721,0.04641,14.2599,1.14266,0.27776
0.43931,0.04586,14.26545,1.14189,0.27848
0.43773,0.04627,14.26128,1.14247,0.27794
0.44251,0.04621,14.2492,1.14218,0.27757
0.43992,0.04593,14.25157,1.14381,0.27668
0.44051,0.04599,14.2547,1.14417,0.27889
0.44136,0.04609,14.27856,1.14125,0.27718
0.44149,0.04617,14.25574,1.14324,0.27722
0.44392,0.04614,14.25996,1.14154,0.27525
0.44408,0.04606,14.22866,1.14459,0.27619
0.44719,0.04628,14.24648,1.14233,0.27648
0.44537,0.04619,14.24775,1.1427,0.27653
0.44174,0.04601,14.2503,1.14344,0.27663
0.44447,0.04615,14.24839,1.14289,0.27656
0.44265,0.04606,14.24966,1.14326,0.27661
0.44401,0.04612,14.24871,1.14298,0.27657
0.44493,0.046,14.24012,1.1442,0.27644
0.44363,0.04605,14.25366,1.14352,0.27695
0.44485,0.04603,14.25577,1.14268,0.27597
0.44414,0.04607,14.25039,1.143,0.27713
0.44512,0.04604,14.24998,1.14335,0.27662
0.44421,0.04599,14.25062,1.14353,0.27665
0.44411,0.04603,14.26468,1.14242,0.27692
0.44489,0.04594,14.26013,1.14339,0.27614
0.44526,0.04588,14.265,1.14359,0.27564
0.4442,0.04595,14.2565,1.14399,0.27737
0.44388,0.0459,14.25687,1.14465,0.27807
0.44564,0.04589,14.25975,1.14334,0.27655
0.44414,0.04601,14.25518,1.14348,0.27685
0.44455,0.04594,14.25832,1.14369,0.27675
0.44499,0.04594,14.25404,1.1439,0.27703
0.44421,0.04597,14.25356,1.14376,0.27701
0.44416,0.04599,14.26059,1.14321,0.27714
0.44392,0.046,14.25508,1.14376,0.27716
0.44342,0.046,14.25958,1.14346,0.27715
0.44389,0.04598,14.26247,1.14348,0.27722
0.44329,0.04602,14.25937,1.14347,0.27767
0.44361,0.046,14.25911,1.14353,0.27744
0.4438,0.04597,14.26422,1.14331,0.27737
0.44341,0.04597,14.26016,1.1439,0.27748
0.44304,0.04596,14.25994,1.14425,0.27764
0.44373,0.04594,14.26198,1.14387,0.27726
0.44404,0.04592,14.26246,1.1441,0.2776
0.44358,0.04598,14.2603,1.14362,0.27726
0.44345,0.04594,14.25871,1.14414,0.27754
0.44322,0.04592,14.25683,1.14447,0.27769
0.44371,0.04592,14.26024,1.1442,0.27761
0.44361,0.04597,14.26029,1.14377,0.27735
0.44342,0.04593,14.25474,1.1447,0.2775
0.4437,0.04596,14.26185,1.14366,0.2774
0.44364,0.04593,14.25931,1.1442,0.27754
0.44362,0.04596,14.26004,1.14388,0.2774
0.44281,0.04596,14.26451,1.14392,0.27752
0.44385,0.04595,14.2585,1.14398,0.27741
0.44337,0.04594,14.25782,1.14439,0.2775
0.44321,0.04593,14.2558,1.14476,0.27755
0.44336,0.04593,14.25874,1.14438,0.27754
0.44355,0.04595,14.25971,1.144,0.27743
0.44341,0.04594,14.25826,1.14426,0.27752
0.4432,0.04595,14.25888,1.14432,0.27757
0.44355,0.04594,14.2599,1.14413,0.27738
0.44361,0.04594,14.25816,1.14418,0.27745
0.4435,0.04595,14.25893,1.14413,0.27745
0.44337,0.04594,14.25828,1.14438,0.27752
0.44315,0.04594,14.25909,1.14441,0.27754
0.44292,0.04594,14.25956,1.14453,0.27759
0.44295,0.04594,14.25722,1.14462,0.2777
0.4432,0.04593,14.25758,1.14455,0.27756
0.4432,0.04594,14.25855,1.14438,0.27757
0.44294,0.04594,14.25839,1.14457,0.27764
0.44315,0.04594,14.25869,1.14446,0.27754
0.44314,0.04594,14.25892,1.14446,0.27755
0.44316,0.04594,14.25891,1.1444,0.27755
0.44306,0.04594,14.25922,1.14442,0.27758
0.44295,0.04594,14.25899,1.1445,0.27761
0.44309,0.04594,14.25894,1.14447,0.27757
0.44322,0.04594,14.25974,1.14433,0.27749
0.44315,0.04594,14.2594,1.14439,0.27753
0.44298,0.04594,14.25941,1.14451,0.27757
0.44293,0.04594,14.25893,1.14456,0.27761
0.44309,0.04594,14.25928,1.14444,0.27755
0.44291,0.04594,14.25987,1.14449,0.2776
0.4428,0.04594,14.26047,1.1445,0.27762
0.44285,0.04594,14.25976,1.14454,0.27762
0.44303,0.04594,14.2594,1.14446,0.27757
0.44282,0.04594,14.26029,1.1445,0.2776
0.44276,0.04594,14.26043,1.14458,0.2776
0.44299,0.04594,14.25952,1.14446,0.27758
0.44277,0.04594,14.2603,1.14454,0.27762
0.44297,0.04594,14.25962,1.14448,0.27758
0.44281,0.04594,14.26038,1.1445,0.27761
0.44286,0.04594,14.26001,1.14451,0.2776
0.44289,0.04594,14.25994,1.14451,0.27759
