0.780236,0.19944532,0.3128937,0.239687,0.883425, 63.058, 53.1, 63.058, 53.7, 63.058, 0.976, 0.976 
0.8192478000000001,0.19944532,0.3128937,0.239687,0.883425, 62.716, 52.3, 62.716, 52.9, 62.716, 1.015, -62.716 
0.780236,0.20941758600000002,0.3128937,0.239687,0.883425, 61.953, 52.0, 61.953, 52.5, 61.953, 0.999, 0.999 
0.780236,0.19944532,0.328538385,0.239687,0.883425, 63.048, 53.0, 63.048, 56.6, 63.048, 0.970, 2.007 
0.780236,0.19944532,0.3128937,0.25167135,0.883425, 63.062, 53.5, 63.062, 55.9, 63.062, 0.970, 1.995 
0.780236,0.19944532,0.3128937,0.239687,0.92759625, 63.068, 53.1, 63.068, 56.4, 63.068, 0.977, 2.011 
0.7958407200000001,0.2034342264,0.319151574,0.24448074,0.8392537500000002, 62.533, 52.6, 62.533, 56.3, 62.533, 0.992, 2.025 
0.7841371800000001,0.2004425466,0.31445816849999997,0.240885435,0.905510625, 62.903, 52.9, 62.903, 54.2, 62.903, 0.982, 0.982 
0.797401192,0.20383311703999998,0.2978748024000001,0.24496011400000003,0.8922592500000001, 62.418, 52.4, 62.418, 57.0, 62.418, 1.004, 1.046 
0.8042672688000002,0.20558823585600003,0.30751192836,0.23029126959999996,0.89579295, 62.148, 51.5, 62.148, 56.7, 62.148, 1.020, 1.039 
0.7898485075200002,0.20190248634240002,0.32638567634399995,0.2311349678399999,0.8883721800000001, 62.680, 52.2, 62.680, 53.0, 62.680, 0.991, 0.991 
0.777214926208,0.19867306772095997,0.32429804957760006,0.246141291536,0.8818701720000003, 63.168, 53.4, 63.168, 56.3, 63.168, 0.962, 1.995 
0.7975041831520002,0.20385944382224003,0.3117084586644,0.23425377508399997,0.8923122555, 62.405, 52.2, 62.405, 52.7, 62.405, 1.006, -62.405 
0.8081534682688004,0.192620460705856,0.31844218140336006,0.23457227116959997,0.8977930242, 63.590, 53.0, 63.590, 57.0, 63.590, 0.985, 2.030 
0.7872153670672002,0.20521830467646401,0.31428082035084004,0.23840831779240002,0.88701700605, 62.344, 52.2, 62.344, 52.8, 62.344, 0.997, 0.997 
0.8011741012016003,0.196819742029392,0.31705506105252,0.23585095337719997,0.89420101815, 63.162, 52.8, 63.162, 56.8, 63.162, 0.989, 2.031 
0.7907050506008002,0.20311866401469603,0.31497438052626003,0.2377689766886,0.8888130090749999, 62.543, 52.3, 62.543, 52.9, 62.543, 0.994, 0.994 
0.7976844176680002,0.19891938269116,0.3163615008771,0.23649029448099998,0.892405015125, 62.956, 52.6, 62.956, 55.8, 62.956, 0.988, 2.012 
0.7924498923676002,0.202068843683812,0.31532116061397003,0.2374493061367,0.8897110105874999, 62.648, 52.4, 62.648, 52.9, 62.648, 0.995, 0.995 
0.8083759915760002,0.20165238191112,0.31230107933219997,0.236970387542,0.8878686277500001, 62.563, 52.1, 62.563, 52.8, 62.563, 1.009, -62.563 
0.7997419000000001,0.19944532,0.3128937,0.239687,0.883425, 62.886, 52.7, 62.886, 53.1, 62.886, 0.995, 0.995 
0.8016924900000001,0.1999439333,0.31367593424999995,0.2402862175,0.8944678125000001, 62.810, 52.6, 62.810, 56.8, 62.810, 0.998, 2.040 
0.8045481537600001,0.2006739031712,0.31963968817199995,0.23541098391999996,0.88589859, 62.697, 54.5, 62.697, 55.9, 62.697, 1.003, 1.024 
0.8049764253004001,0.20128199200734803,0.31393404026313,0.2387279883443,0.8861190045375, 62.628, 52.4, 62.628, 52.8, 62.628, 1.005, -62.628 
0.81306361825456,0.20105563353586725,0.31498894885693196,0.23590712642251999,0.8762266764150002, 62.591, 52.0, 62.591, 52.9, 62.591, 1.013, -62.591 
0.813614140292384,0.2004783558105341,0.3071648992089048,0.240980817003528,0.8809271334810003, 62.658, 52.2, 62.658, 52.4, 62.658, 1.013, -62.658 
0.8239692901693376,0.20212015330594776,0.31161936706446663,0.2372223277249392,0.8824015768734005, 62.372, 53.4, 62.372, 52.6, 62.372, 1.027, -62.372 
0.8179124426270031,0.20145144497946083,0.3119379502983499,0.23783849579370442,0.8826574326550505, 62.502, 52.0, 62.502, 52.8, 62.502, 1.018, -62.502 
0.8057987475423346,0.20011402832648695,0.3125751167661167,0.2390708319312348,0.88316914421835, 62.763, 54.4, 62.763, 57.3, 62.763, 1.004, 1.051 
0.814884018855836,0.20111709081621737,0.31209724191529165,0.238146579828087,0.8827853605458753, 62.562, 52.1, 62.562, 52.7, 62.562, 1.015, -62.562 
0.8088271713135018,0.2004483824897304,0.312415825149175,0.2387627478968522,0.8830412163275252, 62.693, 52.3, 62.693, 57.3, 62.693, 1.006, 1.050 
0.8133698069702524,0.20094991373459564,0.3121768877237625,0.2383006218452783,0.8828493244912878, 62.602, 52.1, 62.602, 56.0, 62.602, 1.013, 1.026 
0.816430970146192,0.19996183790526706,0.31002929960445236,0.240333908501764,0.8821760667405001, 62.682, 52.2, 62.682, 56.0, 62.682, 1.013, 1.027 
0.8121121126502001,0.200363656003674,0.31341387013156496,0.23920749417215,0.88477200226875, 62.672, 52.4, 62.672, 52.8, 62.672, 1.008, -62.672 
0.81615570912728,0.20025047676793362,0.313941324428466,0.23779706321125998,0.8798258382075002, 62.657, 52.1, 62.657, 52.9, 62.657, 1.014, -62.657 
0.8138118957880001,0.20054885095556002,0.31259738966609996,0.23832869377100002,0.885646813875, 62.639, 52.2, 62.639, 52.8, 62.639, 1.013, -62.639 
0.817065909427918,0.20028120540810868,0.31249547095764585,0.23891678991404353,0.8831051802729377, 62.639, 52.2, 62.639, 56.7, 62.639, 1.014, 1.039 
0.8140374856567509,0.19994685124486516,0.3126547625745876,0.23922487394842612,0.8832331081637625, 62.709, 52.2, 62.709, 52.9, 62.709, 1.011, -62.709 
0.8137150311427004,0.2002602240835461,0.31617111911583506,0.23736414153937052,0.8845850382655049, 62.673, 52.1, 62.673, 52.8, 62.673, 1.012, -62.673 
0.8162953596427727,0.19955776028444744,0.3150325208340815,0.23898353537748268,0.8806895808872071, 62.734, 52.2, 62.734, 52.8, 62.734, 1.012, -62.734 
0.8175370915701592,0.1990622149488911,0.3162500864180723,0.23931095618072395,0.8782109643933107, 62.777, 52.4, 62.777, 55.0, 62.777, 1.008, 1.008 
0.8140074065096898,0.19957904787867942,0.3141250646339616,0.23998975480371182,0.8868560536265897, 62.741, 53.8, 62.741, 52.8, 62.741, 1.008, -62.741 
0.8129332552008948,0.19924333343405232,0.3142169347367094,0.24108610059993774,0.8903711613361347, 62.792, 52.5, 62.792, 54.9, 62.792, 1.006, 1.006 
0.8188091205305653,0.1991520253929412,0.3149369967318214,0.2388922280954465,0.8827435101084757, 62.754, 52.2, 0.8137863646202914,0.2000607483509908,0.3137946517816291,0.23912867765297413,0.8842648792286814, 0.8151513830762313,0.19956840408156343,0.31457879273402156,0.23948664509059725,0.8837728172568984, 0.816627603254845,0.19951218393933973,0.3135093823169808,0.23983837740185593,0.8851405268132948, 62.728, 52.3, 62.728, 56.1, 62.728, 1.013, 1.028 
0.8140224460832204,0.1997629495617723,0.3133899136042746,0.23960731437606897,0.8850445808951761, 62.725, 52.3, 62.725, 55.9, 62.725, 1.011, 1.025 
0.8138612188261951,0.19991963598111276,0.31514809187489834,0.23867694817154117,0.8857205459460473, 62.707, 52.3, 62.707, 52.8, 62.707, 1.011, -62.707 
