1, 1.053, 43.382, 57.4, 0.056, 0.078
2, 1.053, 43.382, 44.9, 0.266, 0.425
1, 1.025, 42.215, 55.9, 0.052, 0.072
2, 1.025, 42.215, 43.6, 0.244, 0.391
1, 1.052, 43.369, 57.4, 0.056, 0.078
2, 1.052, 43.369, 44.9, 0.266, 0.425
1, 1.052, 43.374, 57.4, 0.056, 0.078
2, 1.052, 43.374, 44.9, 0.266, 0.425
1, 1.052, 43.382, 57.4, 0.056, 0.078
2, 1.052, 43.382, 44.9, 0.266, 0.425
1, 1.063, 43.390, 58.0, 0.057, 0.078
2, 1.063, 43.390, 45.3, 0.267, 0.426
1, 1.069, 43.378, 58.3, 0.056, 0.077
2, 1.069, 43.378, 45.3, 0.265, 0.423
1, 1.055, 42.985, 57.6, 0.055, 0.076
2, 1.055, 42.985, 44.9, 0.260, 0.415
1, 1.058, 42.843, 57.7, 0.054, 0.074
2, 1.058, 42.843, 45.2, 0.256, 0.410
1, 1.041, 42.977, 56.8, 0.055, 0.075
2, 1.041, 42.977, 44.3, 0.259, 0.414
1, 1.065, 43.239, 58.1, 0.056, 0.076
2, 1.065, 43.239, 45.2, 0.262, 0.419
1, 1.077, 43.050, 58.7, 0.055, 0.076
2, 1.077, 43.050, 45.9, 0.261, 0.416
1, 1.050, 42.593, 57.3, 0.053, 0.073
2, 1.050, 42.593, 44.7, 0.251, 0.402
1, 1.032, 42.791, 56.3, 0.054, 0.074
2, 1.032, 42.791, 44.0, 0.255, 0.408
1, 1.036, 42.785, 56.5, 0.054, 0.074
2, 1.036, 42.785, 44.1, 0.255, 0.408
1, 1.031, 42.788, 56.3, 0.054, 0.074
2, 1.031, 42.788, 43.9, 0.255, 0.408
1, 1.032, 42.791, 56.3, 0.054, 0.074
2, 1.032, 42.791, 43.9, 0.255, 0.408
1, 1.013, 42.597, 55.3, 0.054, 0.074
2, 1.013, 42.597, 43.2, 0.252, 0.403
1, 1.058, 42.728, 57.7, 0.054, 0.074
2, 1.058, 42.728, 45.0, 0.254, 0.406
1, 1.051, 42.626, 57.3, 0.054, 0.074
2, 1.051, 42.626, 44.7, 0.252, 0.403
1, 1.026, 42.406, 56.0, 0.053, 0.073
2, 1.026, 42.406, 43.6, 0.248, 0.397
1, 1.054, 42.691, 57.5, 0.054, 0.074
2, 1.054, 42.691, 44.8, 0.253, 0.405
1, 1.055, 42.694, 57.6, 0.054, 0.074
2, 1.055, 42.694, 44.9, 0.253, 0.405
1, 1.057, 42.694, 57.7, 0.054, 0.074
2, 1.057, 42.694, 45.0, 0.253, 0.405
1, 1.055, 42.691, 57.6, 0.054, 0.074
2, 1.055, 42.691, 44.9, 0.253, 0.405
1, 1.046, 42.595, 57.1, 0.053, 0.074
2, 1.046, 42.595, 44.5, 0.251, 0.403
1, 1.038, 42.531, 56.6, 0.053, 0.073
2, 1.038, 42.531, 44.1, 0.250, 0.401
1, 1.037, 42.477, 56.6, 0.053, 0.073
2, 1.037, 42.477, 44.1, 0.249, 0.399
1, 1.030, 42.408, 56.2, 0.053, 0.073
2, 1.030, 42.408, 43.7, 0.248, 0.397
1, 1.028, 42.315, 56.1, 0.052, 0.072
2, 1.028, 42.315, 43.6, 0.246, 0.395
1, 1.027, 42.318, 56.0, 0.052, 0.072
2, 1.027, 42.318, 43.6, 0.246, 0.395
1, 1.010, 42.309, 55.1, 0.052, 0.072
2, 1.010, 42.309, 42.9, 0.246, 0.395
1, 1.006, 42.201, 54.9, 0.052, 0.072
2, 1.006, 42.201, 42.7, 0.244, 0.392
1, 1.021, 42.272, 55.7, 0.052, 0.072
2, 1.021, 42.272, 43.3, 0.245, 0.393
1, 1.009, 42.293, 55.0, 0.052, 0.072
2, 1.009, 42.293, 42.8, 0.246, 0.394
1, 1.014, 42.378, 55.3, 0.053, 0.073
2, 1.014, 42.378, 43.1, 0.247, 0.396
1, 1.023, 42.397, 55.8, 0.053, 0.073
2, 1.023, 42.397, 43.4, 0.248, 0.397
1, 1.014, 42.308, 55.3, 0.052, 0.072
2, 1.014, 42.308, 43.1, 0.246, 0.395
1, 1.015, 42.286, 55.4, 0.052, 0.072
2, 1.015, 42.286, 43.1, 0.246, 0.394
1, 1.029, 42.414, 56.1, 0.053, 0.073
2, 1.029, 42.414, 43.7, 0.248, 0.398
1, 1.015, 42.309, 55.3, 0.052, 0.072
2, 1.015, 42.309, 43.1, 0.246, 0.395
1, 1.027, 42.408, 56.0, 0.053, 0.073
2, 1.027, 42.408, 43.6, 0.248, 0.397
1, 1.017, 42.315, 55.5, 0.052, 0.072
2, 1.017, 42.315, 43.1, 0.246, 0.395
1, 1.008, 42.247, 55.0, 0.052, 0.072
2, 1.008, 42.247, 42.8, 0.245, 0.393
1, 1.021, 42.397, 55.7, 0.053, 0.073
2, 1.021, 42.397, 43.4, 0.248, 0.397
1, 1.013, 42.256, 55.3, 0.052, 0.072
2, 1.013, 42.256, 43.0, 0.245, 0.393
1, 1.013, 42.290, 55.2, 0.052, 0.072
2, 1.013, 42.290, 43.0, 0.246, 0.394
1, 1.009, 42.254, 55.0, 0.052, 0.072
2, 1.009, 42.254, 42.8, 0.245, 0.393
1, 1.013, 42.245, 55.2, 0.052, 0.072
2, 1.013, 42.245, 43.0, 0.245, 0.393
1, 1.014, 42.100, 55.3, 0.052, 0.071
2, 1.014, 42.100, 43.0, 0.242, 0.389
1, -42.175, 42.175, 54.2, 0.052, 0.072
2, -42.175, 42.175, 42.3, 0.244, 0.391
1, 1.007, 42.216, 54.9, 0.052, 0.072
2, 1.007, 42.216, 42.7, 0.244, 0.392
1, 1.009, 42.157, 55.0, 0.052, 0.072
2, 1.009, 42.157, 42.8, 0.243, 0.390
1, 1.011, 42.174, 55.1, 0.052, 0.072
2, 1.011, 42.174, 42.9, 0.244, 0.391
1, 1.011, 42.192, 55.2, 0.052, 0.072
2, 1.011, 42.192, 42.9, 0.244, 0.391
1, 1.009, 42.188, 55.1, 0.052, 0.072
2, 1.009, 42.188, 42.8, 0.244, 0.391
1, 1.010, 42.195, 55.1, 0.052, 0.072
2, 1.010, 42.195, 42.8, 0.244, 0.391
1, 1.019, 42.212, 55.6, 0.052, 0.072
2, 1.019, 42.212, 43.2, 0.244, 0.392
1, 1.007, 42.166, 55.0, 0.052, 0.072
2, 1.007, 42.166, 42.8, 0.243, 0.391
1, 1.010, 42.215, 55.1, 0.052, 0.072
2, 1.010, 42.215, 42.9, 0.244, 0.392
1, 1.009, 42.208, 55.0, 0.052, 0.072
2, 1.009, 42.208, 42.8, 0.244, 0.392
1, 1.008, 42.170, 55.0, 0.052, 0.072
2, 1.008, 42.170, 42.7, 0.244, 0.391
1, 1.007, 42.153, 55.0, 0.052, 0.072
2, 1.007, 42.153, 42.7, 0.243, 0.390
1, 1.012, 42.158, 55.2, 0.052, 0.072
2, 1.012, 42.158, 42.9, 0.243, 0.391
1, 1.009, 42.185, 55.0, 0.052, 0.072
2, 1.009, 42.185, 42.8, 0.244, 0.391
1, 1.007, 42.165, 54.9, 0.052, 0.072
2, 1.007, 42.165, 42.7, 0.243, 0.390
1, 1.015, 42.159, 55.4, 0.052, 0.072
2, 1.015, 42.159, 43.1, 0.243, 0.390
1, 1.004, 42.179, 54.8, 0.052, 0.072
2, 1.004, 42.179, 42.6, 0.244, 0.391
1, 1.009, 42.128, 55.1, 0.052, 0.071
2, 1.009, 42.128, 42.8, 0.243, 0.389
1, 1.009, 42.188, 55.0, 0.052, 0.072
2, 1.009, 42.188, 42.8, 0.244, 0.391
1, -42.148, 42.148, 54.1, 0.052, 0.071
2, -42.148, 42.148, 42.2, 0.243, 0.390
1, 1.010, 42.158, 55.1, 0.052, 0.072
2, 1.010, 42.158, 42.9, 0.243, 0.390
1, 1.011, 42.167, 55.2, 0.052, 0.072
2, 1.011, 42.167, 42.9, 0.244, 0.391
1, 1.008, 42.162, 55.0, 0.052, 0.072
2, 1.008, 42.162, 42.8, 0.243, 0.391
1, 1.016, 42.177, 55.4, 0.052, 0.072
2, 1.016, 42.177, 43.0, 0.244, 0.391
1, 1.018, 42.171, 55.5, 0.052, 0.072
2, 1.018, 42.171, 43.1, 0.244, 0.391
1, 1.006, 42.163, 54.9, 0.052, 0.072
2, 1.006, 42.163, 42.7, 0.243, 0.391
1, 1.009, 42.171, 55.0, 0.052, 0.072
2, 1.009, 42.171, 42.8, 0.244, 0.391
1, 1.008, 42.172, 55.0, 0.052, 0.072
2, 1.008, 42.172, 42.8, 0.244, 0.391
1, 1.007, 42.171, 54.9, 0.052, 0.072
2, 1.007, 42.171, 42.7, 0.244, 0.391
1, -42.161, 42.161, 54.4, 0.052, 0.072
2, -42.161, 42.161, 42.3, 0.243, 0.390
1, 1.006, 42.163, 54.9, 0.052, 0.072
2, 1.006, 42.163, 42.7, 0.243, 0.391
1, 1.011, 42.159, 55.1, 0.052, 0.072
2, 1.011, 42.159, 42.9, 0.243, 0.390
