0.4229,0.048,14.26,1.146,0.272
0.43404,0.048,14.26,1.146,0.272
0.4229,0.0494,14.26,1.146,0.272
0.4229,0.048,14.323,1.146,0.272
0.4229,0.048,14.26,1.1533,0.272
0.4229,0.048,14.26,1.146,0.2806
0.42736,0.04856,14.2852,1.14892,0.2634
0.42401,0.04814,14.2663,1.14673,0.2763
0.4278,0.04862,14.28772,1.13899,0.27372
0.42413,0.04815,14.26693,1.14972,0.27243
0.42658,0.04846,14.28079,1.14257,0.27329
0.42927,0.0488,14.20784,1.14492,0.27424
0.43182,0.04716,14.24997,1.14449,0.27513
0.43629,0.04604,14.24496,1.14373,0.2767
0.42825,0.04666,14.31698,1.14509,0.27388
0.42902,0.04826,14.23512,1.14496,0.27415
0.43193,0.04692,14.22576,1.1484,0.27517
0.42792,0.04808,14.26703,1.14402,0.27376
0.42959,0.04702,14.25248,1.14486,0.27435
0.43015,0.04709,14.25563,1.14523,0.2765
0.43517,0.04702,14.25248,1.14486,0.27435
0.43265,0.04715,14.24004,1.14435,0.27542
0.43143,0.04725,14.26287,1.14315,0.27499
0.4359,0.0467,14.2455,1.14315,0.27382
0.43446,0.0468,14.24803,1.14367,0.27449
0.43583,0.04636,14.23232,1.14544,0.27513
0.43588,0.04615,14.25207,1.14468,0.27458
0.43366,0.04593,14.23946,1.14409,0.27575
0.43479,0.04675,14.24922,1.14467,0.2747
0.44131,0.04582,14.23816,1.14401,0.27589
0.43252,0.04672,14.2489,1.14465,0.27473
0.43609,0.04609,14.24851,1.14421,0.27564
0.43606,0.0462,14.23864,1.14458,0.27591
0.43554,0.04639,14.24709,1.1442,0.2757
0.43538,0.04642,14.24649,1.1437,0.27559
0.43294,0.04653,14.24872,1.1443,0.27552
0.43443,0.04639,14.25567,1.14347,0.27575
0.43474,0.04616,14.25148,1.14426,0.27613
0.43425,0.04609,14.25264,1.14378,0.2762
0.43361,0.04594,14.25542,1.14358,0.27644
0.43738,0.04578,14.25259,1.14348,0.27664
0.43405,0.04634,14.24968,1.14409,0.2758
0.43527,0.04607,14.2488,1.14376,0.27645
0.43517,0.04609,14.25058,1.14399,0.27592
0.4345,0.04613,14.25206,1.14402,0.27616
0.43434,0.04624,14.25416,1.14363,0.27597
0.4336,0.04631,14.25068,1.14404,0.27586
0.43361,0.04624,14.25276,1.1437,0.27633
0.43519,0.046,14.25349,1.14351,0.27658
0.43599,0.04584,14.25489,1.14325,0.27695
0.43479,0.04597,14.24975,1.14388,0.27672
0.43501,0.04583,14.24754,1.14401,0.27709
